Estado, Municipio, Razón social, Fecha, BV, BI, VVPV, VVPI, VPV, VPI, AV, AI, Resultado
CHIAPAS, VILLA FLORES,"BUENAVENTURA GRUPO PECUARIO, S.A. DE C.V.", 2016-10-12, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCIÓN
CHIAPAS, HUIXTLA,"DAMIGAS, S.A. DE C.V.", 2016-10-11, 9,  0,  0,  0,  0,  0,  0,  0,CON INFRACCIÓN
CHIAPAS, PIJIJIAPAN,"DAMIGAS, S.A. DE C.V.", 2016-10-11, 7,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIAPAS, HUEHUETAN,"GAS GALGO, S.A. DE C.V.", 2016-10-10, 4,  0,  0,  0,  0,  0,  0,  0,CON INFRACCIÓN
CHIAPAS, TAPACHULA,"DAMIGAS, S.A. DE C.V.", 2016-10-10, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CHIAPAS, TAPACHULA,"GAS DE CHIAPAS, S.A. DE C.V.", 2016-10-10, 4,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIAPAS, TAPACHULA,"DAMIGAS, S.A. DE C.V.", 2016-10-10, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CHIAPAS, PALENQUE,"GAS COM, S.A. DE C.V.", 2016-09-20, 5,  0,  0,  0,  1,  1,  0,  0,CON INFRACCION
CHIAPAS, CHIAPA DE CORZO,"OPERADORA DE GAS CHIAPAS, S.A. DE C.V.", 2016-02-24, 12,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIAPAS, CHIAPA DE CORZO,"VENDOGAS, S.A. DE C.V.", 2016-02-24, 13,  0,  0,  0,  1,  1,  1,  0,CON INFRACCION
CHIAPAS, TUXTLA GUTIERREZ,"GAS COM, S.A. DE C.V.", 2016-02-23, 18,  1,  0,  0,  1,  0,  0,  0,CON INFRACCION
CHIAPAS, TUXTLA GUTIERREZ,"GAS COM, S.A. DE C.V.", 2016-02-23, 15,  3,  0,  0,  2,  0,  0,  0,CON INFRACCION
CHIAPAS, BERRIOZABAL,"GRUPO RAMA GAS, S.A. DE C.V.", 2016-02-22, 9,  1,  0,  0,  0,  0,  0,  0,CON INFRACCION
CHIAPAS, CINTALAPA,"GAS COM, S.A. DE C.V.", 2016-02-22, 5,  0,  0,  0,  1,  1,  1,  0,CON INFRACCION
CHIHUAHUA, CHIHUAHUA,"HIDROGAS DE CHIHUAHUA, S.A. DE C.V.", 2016-10-15, 30,  0,  0,  0,  1,  0,  1,  0,SIN INFRACCIÓN
CHIHUAHUA, MEOQUI,"DISTRIBUIDORA CHIHUAHUENSE DE GAS, S.A. DE C.V.", 2016-10-15, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, ROSALES,"CILINDROS Y EQUIPOS PARA GAS DE CHIHUAHUA, S.A. DE C.V.", 2016-10-15, 18,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, CHIHUAHUA,"GAS EL SOBRANTE, S.A. DE C.V.", 2016-10-14, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CHIHUAHUA, CUAUHTEMOC,"CENTRAL DE GAS DE CHIHUAHUA, S.A. DE C.V.", 2016-10-14, 1,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, CASAS GRANDES,"GAS COMERCIAL DE NUEVO CASAS GRANDES, S.A. DE C.V.", 2016-10-13, 13,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, NUEVO CASAS GRANDES,"DISTRIBUIDORA DE GAS DE NUEVO CASAS GRANDES, S.A. DE C.V.", 2016-10-13, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCIÓN
CHIHUAHUA, NUEVO CASAS GRANDES,"SERVI GAS DEL NORTE, S.A.", 2016-10-13, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, AHUMADA,"GAS COMERCIAL DE VILLA AHUMADA, S.A. DE C.V.", 2016-10-12, 5,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, VILLA AHUMADA,"EXTRA GAS, S.A. DE C.V.", 2016-10-12, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, JUAREZ,"GAS SUPREMO DE JUAREZ, S.A.", 2016-10-11, 0,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCIÓN
CHIHUAHUA, JUAREZ,"HIDROGAS JUAREZ, S.A. DE C.V.", 2016-10-11, 1,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, JUAREZ,"GAS UNICO, S.A. DE C.V.", 2016-10-11, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, JUAREZ,"GAS COMERCIAL DE VILLA AHUMADA, S.A. DE C.V.", 2016-10-10, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, JUAREZ,"GAS DEL BRAVO DE JUAREZ, S.A. DE C.V.", 2016-10-10, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CHIHUAHUA, JIMENEZ,"GAS COMERCIAL DE JIMENEZ, S.A.", 2016-08-16, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCIÓN
CHIHUAHUA, CHIHUAHUA,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-08-15, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA DE VERIFICACIÓN
CHIHUAHUA, DELICIAS,"GAS COMERCIAL DE DELICIAS, S.A.", 2016-08-15, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, DELICIAS,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-08-15, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CHIHUAHUA, HIDALGO DEL PARRAL,"SUPER GAS DE PARRAL, S.A. DE C.V.", 2016-05-21, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, HIDALGO DEL PARRAL,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-05-21, 5,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, HIDALGO DEL PARRAL,"DISTRIBUIDORA FUVA DE PARRAL, S.A. DE C.V.", 2016-05-21, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, CAMARGO,"CENTRAL DE GAS DE CHIHUAHUA, S.A. DE C.V.", 2016-05-20, 5,  0,  0,  0,  1,  1,  1,  1,CON INFRACCION
CHIHUAHUA, CAMARGO,"GAS COMERCIAL DE CAMARGO, S.A.", 2016-05-20, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, HIDALGO DEL PARRAL,"CENTRAL DE GAS DE CHIHUAHUA, S.A. DE C.V.", 2016-05-20, 2,  0,  0,  0,  1,  0,  1,  0,SIN INFRACCION
CHIHUAHUA, DELICIAS,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-05-19, 2,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCION
CHIHUAHUA, DELICIAS,"CENTRAL DE GAS DE CHIHUAHUA, S.A.", 2016-05-19, 2,  0,  0,  0,  1,  0,  1,  0,SIN INFRACCION
CHIHUAHUA, SAUCILLO,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-05-19, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, CUAUHTEMOC,"GAS EL SOBRANTE, S.A. DE C.V.", 2016-05-18, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, CUAUHTEMOC,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-05-18, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
CHIHUAHUA, CUAUHTEMOC,"GAS COMERCIAL DE CUAUHTEMOC, S.A.", 2016-05-18, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, CHIHUAHUA,"HIDROGAS DE CHIHUAHUA, S.A. DE C.V.", 2016-05-17, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, CHIHUAHUA,"HIDROGAS DE CHIHUAHUA, S.A. DE C.V.", 2016-05-17, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, CHIHUAHUA,"COMISIONISTAS DE CHIHUAHUA, S.A.", 2016-05-16, 20,  0,  0,  0,  4,  0,  2,  0,CON INFRACCION
CHIHUAHUA, CHIHUAHUA,"CENTRAL DE GAS DE CHIHUAHUA, S.A. DE C.V.", 2016-05-16, 1,  0,  0,  0,  1,  0,  1,  0,SIN INFRACCION
CHIHUAHUA, GOMEZ FARIAS,"GAS COMERCIAL DE CUAUHTEMOC, S.A.", 2016-05-14, 0,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
CHIHUAHUA, MADERA,"GAS COMERCIAL DE CUAUHTEMOC, S.A.", 2016-05-14, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, MADERA,"GAS EL SOBRANTE, S.A. DE C.V.", 2016-05-14, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, NAMIQUIPA,"GAS COMERCIAL DE CUAUHTEMOC, S.A.", 2016-05-14, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, BUENAVENTURA,"GAS COMERCIAL DE NUEVO CASAS GRANDES, S.A. DE C.V.", 2016-05-13, 3,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, BUENAVENTURA,"EXTRA GAS, S.A. DE C.V.", 2016-05-13, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, BUENAVENTURA,"GAS COMERCIAL DE NUEVO CASAS GRANDES, S.A. DE C.V.", 2016-05-13, 7,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, CASAS GRANDES,"EXTRA GAS, S.A. DE C.V.", 2016-05-12, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, CASAS GRANDES,"GAS COMERCIAL DE NUEVO CASAS GRANDES, S.A. DE C.V.", 2016-05-12, 13,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCION
CHIHUAHUA, ASCENSION,"EXTRA GAS, S.A. DE C.V.", 2016-05-11, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, ASCENSION,"GAS COMERCIAL DE NUEVO CASAS GRANDES, S.A. DE C.V.", 2016-05-11, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, JUAREZ,"SUPER GAS DE CIUDAD JUAREZ, S.A. DE C.V.", 2016-05-10, 0,  0,  0,  0,  0,  0,  0,  0,NEGATIVA
CHIHUAHUA, JUAREZ,"COMERCIALIZADORA DE COMBUSTIBLES Y DERIVADOS FUENTES, S.A. DE C.V.", 2016-05-10, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CHIHUAHUA, JUAREZ,"SERVI GAS DEL NORTE, S.A.", 2016-05-10, 0,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCION
CIUDAD DE MEXICO, IZTACALCO,"FLAMAMEX, S.A. DE C.V.", 2016-11-28, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, IZTAPALAPA,"GASAMEX, S.A. DE C.V.", 2016-11-25, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-11-24, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-11-24, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-11-24, 44,  0,  0,  0,  2,  1,  2,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-11-23, 68,  0,  0,  0,  2,  1,  2,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"USA GAS SAN JUAN, S.A. DE C.V.", 2016-11-23, 19,  0,  0,  0,  1,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GAS LICUADO DE MEXICO, S.A. DE C.V.", 2016-11-22, 0,  0,  0,  0,  0,  0,  1,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, AZCAPOTZALCO,"COMPAÑIA DE GAS DEL CENTRO, S.A. DE C.V.", 2016-11-22, 12,  0,  0,  0,  0,  0,  2,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, CUAUHTEMOC,"REGIO GAS, S.A. DE C.V.", 2016-11-22, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, CUAUHTEMOC,"GASOMATICO, S.A. DE C.V.", 2016-11-22, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"GASOMATICO, S.A. DE C.V.", 2016-11-22, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-11-18, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, MIGUEL HIDALGO,"REGIO GAS, S.A. DE C.V.", 2016-11-18, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, TLAHUAC,"COMPAÑIA MEXICANA DE GAS COMBUSTIBLE, S.A. DE C.V.", 2016-11-14, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, TLAHUAC,"GAS VEHICULAR SILZA, S.A. DE C.V.", 2016-11-14, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-11-10, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-11-10, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-11-10, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, CUAUHTEMOC,"GASOMATICO, S.A. DE C.V.", 2016-11-08, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"FLAMAMEX, S.A. DE C.V.", 2016-11-08, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"GAS PREMIO, S.A. DE C.V.", 2016-11-08, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-11-01, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-11-01, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS CHAPULTEPEC, S.A. DE C.V.", 2016-11-01, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-11-01, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-10-29, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS METROPOLITANO, S.A. DE C.V.", 2016-10-29, 0,  0,  1,  1,  0,  0,  0,  0,CON INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS FLAMAZUL, S.A. DE C.V.", 2016-10-26, 5,  0,  0,  0,  0,  0,  3,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"FLAMAMEX, S.A. DE C.V.", 2016-10-26, 68,  0,  0,  0,  3,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"USA GAS SAN JUAN, S.A. DE C.V.", 2016-10-26, 19,  0,  0,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"GAS FLAMAZUL, S.A. DE C.V.", 2016-10-23, 5,  0,  0,  0,  0,  0,  3,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, GUSTAVO A. MADERO,"REGIO GAS, S.A. DE C.V.", 2016-10-22, 0,  0,  1,  0,  0,  0,  0,  0,SIN INFRACCIÓN
CIUDAD DE MEXICO, ALVARO OBREGON,"GASOMATICO, S.A. DE C.V.", 2016-10-21, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, BENITO JUAREZ,"GASOMATICO, S.A. DE C.V.", 2016-10-21, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, TLAHUAC,"GAS VEHICULAR SILZA, S.A. DE C.V.", 2016-10-19, 0,  0,  0,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
CIUDAD DE MEXICO, VENUSTIANO CARRANZA,"GASOMATICO, S.A. DE C.V.", 2016-10-19, 0,  0,  1,  0,  0,  0,  0,  0,SE NEGÓ A SER VERIFICADO
